,constructor,race,price,year,race_name,start_date,location,country_code,meeting_key,month,start_epoch
367,HAA,15,10.2,2024,Dutch Grand Prix,2024-08-25 13:00:00+00:00,Zandvoort,NED,1243,8,1724590800
368,KCK,15,6.7,2024,Dutch Grand Prix,2024-08-25 13:00:00+00:00,Zandvoort,NED,1243,8,1724590800
369,WIL,15,6.4,2024,Dutch Grand Prix,2024-08-25 13:00:00+00:00,Zandvoort,NED,1243,8,1724590800
370,RED,16,29.2,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
371,MCL,16,26.1,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
372,FER,16,24.0,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
373,MER,16,23.1,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
374,AST,16,15.7,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
375,VRB,16,12.2,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
376,ALP,16,10.7,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
377,HAA,16,10.7,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
378,KCK,16,6.5,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
379,WIL,16,6.2,2024,Italian Grand Prix,2024-09-01 13:00:00+00:00,Monza,ITA,1244,9,1725195600
380,RED,17,29.2,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
381,MCL,17,26.2,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
382,FER,17,24.3,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
383,MER,17,23.4,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
384,AST,17,15.4,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
385,VRB,17,12.0,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
386,ALP,17,11.2,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
387,HAA,17,10.6,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
388,KCK,17,6.4,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
389,WIL,17,6.7,2024,Azerbaijan Grand Prix,2024-09-15 11:00:00+00:00,Baku,AZE,1245,9,1726398000
390,RED,18,29.2,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
391,MCL,18,26.4,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
392,FER,18,24.4,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
393,MER,18,23.7,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
394,AST,18,15.5,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
395,VRB,18,11.8,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
396,ALP,18,11.1,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
397,HAA,18,11.1,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
398,KCK,18,6.9,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
399,WIL,18,7.2,2024,Singapore Grand Prix,2024-09-22 12:00:00+00:00,Marina Bay,SGP,1246,9,1727006400
400,RED,19,29.3,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
401,MCL,19,26.5,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
402,FER,19,24.7,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
403,MER,19,24.0,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
404,AST,19,15.6,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
405,VRB,19,12.3,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
406,ALP,19,11.0,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
407,HAA,19,11.0,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
408,KCK,19,6.8,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
409,WIL,19,7.0,2024,United States Grand Prix,2024-10-20 19:00:00+00:00,Austin,USA,1247,10,1729450800
410,RED,20,29.4,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
411,MCL,20,26.6,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
412,FER,20,25.0,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
413,MER,20,24.1,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
414,AST,20,15.3,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
415,VRB,20,12.8,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
416,ALP,20,10.9,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
417,HAA,20,11.5,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
418,KCK,20,6.7,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
419,WIL,20,6.9,2024,Mexico City Grand Prix,2024-10-27 20:00:00+00:00,Mexico City,MEX,1248,10,1730059200
420,RED,21,29.4,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
421,MCL,21,26.7,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
422,FER,21,25.1,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
423,MER,21,24.4,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
424,AST,21,14.8,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
425,VRB,21,12.6,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
426,ALP,21,11.4,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
427,HAA,21,12.0,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
428,KCK,21,6.6,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
429,WIL,21,6.7,2024,São Paulo Grand Prix,2024-11-03 15:30:00+00:00,São Paulo,BRA,1249,11,1730647800
430,RED,22,29.6,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
431,MCL,22,26.8,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
432,FER,22,25.1,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
433,MER,22,24.7,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
434,AST,22,14.6,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
435,VRB,22,13.1,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
436,ALP,22,12.4,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
437,HAA,22,11.8,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
438,KCK,22,7.1,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
439,WIL,22,6.5,2024,Las Vegas Grand Prix,2024-11-24 06:00:00+00:00,Las Vegas,USA,1250,11,1732428000
440,RED,23,29.7,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
441,MCL,23,26.9,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
442,FER,23,25.2,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
443,MER,23,25.0,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
444,AST,23,14.5,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
445,VRB,23,13.0,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
446,ALP,23,12.2,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
447,HAA,23,12.3,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
448,KCK,23,7.0,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
449,WIL,23,6.3,2024,Qatar Grand Prix,2024-12-01 16:00:00+00:00,Lusail,QAT,1251,12,1733068800
450,RED,24,29.7,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
451,MCL,24,27.0,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
452,FER,24,25.3,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
453,MER,24,25.1,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
454,AST,24,14.4,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
455,VRB,24,12.9,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
456,ALP,24,12.1,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
457,HAA,24,12.2,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
458,KCK,24,7.5,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
459,WIL,24,6.1,2024,Abu Dhabi Grand Prix,2024-12-08 13:00:00+00:00,Yas Island,UAE,1252,12,1733662800
460,MCL,1,30.0,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
461,FER,1,27.1,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
462,RED,1,25.2,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
463,MER,1,22.7,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
464,WIL,1,13.1,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
465,VRB,1,8.0,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
466,HAA,1,7.0,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
467,AST,1,8.5,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
468,ALP,1,9.5,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
469,KCK,1,6.2,2025,Australian Grand Prix,2025-03-16 04:00:00+00:00,Melbourne,AUS,1254,3,1742097600
470,MCL,2,30.3,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
471,FER,2,27.4,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
472,RED,2,25.1,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
473,MER,2,23.0,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
474,WIL,2,12.9,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
475,VRB,2,7.4,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
476,HAA,2,7.6,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
477,AST,2,7.9,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
478,ALP,2,8.9,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
479,KCK,2,5.6,2025,Chinese Grand Prix,2025-03-23 07:00:00+00:00,Shanghai,CHN,1255,3,1742713200
480,MCL,3,30.6,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
481,FER,3,27.1,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
482,RED,3,25.4,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
483,MER,3,23.3,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
484,WIL,3,13.5,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
485,VRB,3,8.0,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
486,HAA,3,8.2,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
487,AST,3,7.3,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
488,ALP,3,8.3,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
489,KCK,3,6.2,2025,Japanese Grand Prix,2025-04-06 05:00:00+00:00,Suzuka,JPN,1256,4,1743915600
490,MCL,4,30.9,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
491,FER,4,27.0,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
492,RED,4,25.7,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
493,MER,4,23.6,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
494,WIL,4,14.1,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
495,VRB,4,8.6,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
496,HAA,4,8.8,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
497,AST,4,7.1,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
498,ALP,4,7.7,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
499,KCK,4,6.0,2025,Bahrain Grand Prix,2025-04-13 15:00:00+00:00,Sakhir,BRN,1257,4,1744556400
500,MCL,5,31.2,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
501,FER,5,27.3,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
502,RED,5,26.0,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
503,MER,5,23.9,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
504,WIL,5,14.7,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
505,VRB,5,9.2,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
506,HAA,5,9.4,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
507,AST,5,7.7,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
508,ALP,5,7.9,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
509,KCK,5,5.4,2025,Saudi Arabian Grand Prix,2025-04-20 17:00:00+00:00,Jeddah,KSA,1258,4,1745168400
510,MCL,6,31.5,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
511,FER,6,27.6,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
512,RED,6,26.3,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
513,MER,6,24.2,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
514,WIL,6,15.3,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
515,VRB,6,9.8,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
516,HAA,6,10.0,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
517,AST,6,8.3,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
518,ALP,6,8.1,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
519,KCK,6,4.8,2025,Miami Grand Prix,2025-05-04 20:00:00+00:00,Miami Gardens,USA,1259,5,1746388800
520,MCL,7,31.8,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
521,FER,7,27.9,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
522,RED,7,26.6,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
523,MER,7,24.5,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
524,WIL,7,15.9,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
525,VRB,7,10.0,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
526,HAA,7,10.6,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
527,AST,7,8.9,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
528,ALP,7,8.3,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
529,KCK,7,4.5,2025,Emilia Romagna Grand Prix,2025-05-18 13:00:00+00:00,Imola,ITA,1260,5,1747573200
530,MCL,8,32.1,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
531,FER,8,28.2,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
532,RED,8,26.9,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
533,MER,8,24.8,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
534,WIL,8,16.5,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
535,VRB,8,10.6,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
536,HAA,8,10.0,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
537,AST,8,9.5,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
538,ALP,8,7.7,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
539,KCK,8,5.1,2025,Monaco Grand Prix,2025-05-25 13:00:00+00:00,Monaco,MON,1261,5,1748178000
540,MCL,9,32.4,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
541,FER,9,28.5,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
542,RED,9,27.2,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
543,MER,9,24.7,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
544,WIL,9,17.1,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
545,VRB,9,11.2,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
546,HAA,9,9.8,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
547,AST,9,9.3,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
548,ALP,9,7.1,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
549,KCK,9,5.7,2025,Spanish Grand Prix,2025-06-01 13:00:00+00:00,Barcelona,ESP,1262,6,1748782800
